category,attribute1,attribute2,word_overlap,string_similarity,combined_score
hobbiesAndInterests,interested in crystals,interested in technology,0.5,0.7,1.2
hobbiesAndInterests,learning,learning guitar,0.5,0.7,1.2
hobbiesAndInterests,online shopping,shopping,0.5,0.7,1.2
hobbiesAndInterests,painting,painting murals,0.5,0.7,1.2
hobbiesAndInterests,shopping,shopping online,0.5,0.7,1.2
hobbiesAndInterests,studying,studying abroad,0.5,0.7,1.2
hobbiesAndInterests,listens to death metal,listens to folk metal music,0.5,0.69,1.19
hobbiesAndInterests,listens to death metal music,listens to folk metal,0.5,0.69,1.19
hobbiesAndInterests,listens to death metal music,listens to rock music,0.5,0.69,1.19
hobbiesAndInterests,plays fantasy football,plays professional football,0.5,0.69,1.19
hobbiesAndInterests,goes to bars,goes to movies,0.5,0.69,1.19
hobbiesAndInterests,goes to beach,goes to clubs,0.5,0.69,1.19
hobbiesAndInterests,goes to beach,goes to creek,0.5,0.69,1.19
hobbiesAndInterests,goes to clubs,goes to creek,0.5,0.69,1.19
hobbiesAndInterests,goes to creek,goes to opera,0.5,0.69,1.19
hobbiesAndInterests,goes to gym,goes to museums,0.5,0.69,1.19
hobbiesAndInterests,goes to lake,goes to movies,0.5,0.69,1.19
hobbiesAndInterests,goes to movies,goes to pool,0.5,0.69,1.19
hobbiesAndInterests,going to beach,going to gym,0.5,0.69,1.19
hobbiesAndInterests,going to clubs,going to gym,0.5,0.69,1.19
hobbiesAndInterests,going to creek,going to gym,0.5,0.69,1.19
hobbiesAndInterests,going to gym,going to parks,0.5,0.69,1.19
hobbiesAndInterests,listens to country music,listens to death metal music,0.5,0.69,1.19
hobbiesAndInterests,listens to death metal music,listens to various music,0.5,0.69,1.19
hobbiesAndInterests,watches wrestling,wrestling,0.5,0.69,1.19
hobbiesAndInterests,listens to death metal music,listens to electronic music,0.5,0.69,1.19
hobbiesAndInterests,lifting weights,lifts weights,0.33,0.86,1.19
hobbiesAndInterests,likes children,loves children,0.33,0.86,1.19
hobbiesAndInterests,played basketball,playing basketball,0.33,0.86,1.19
hobbiesAndInterests,playing outside,plays outside,0.33,0.86,1.19
hobbiesAndInterests,plays football,plays softball,0.33,0.86,1.19
hobbiesAndInterests,reading fiction,reads fiction,0.33,0.86,1.19
hobbiesAndInterests,singing karaoke,sings karaoke,0.33,0.86,1.19
hobbiesAndInterests,basketball,basketball practice,0.5,0.69,1.19
hobbiesAndInterests,basketball,watching basketball,0.5,0.69,1.19
hobbiesAndInterests,going to bars,going to museums,0.5,0.69,1.19
hobbiesAndInterests,going to beach,going to movies,0.5,0.69,1.19
hobbiesAndInterests,going to clubs,going to movies,0.5,0.69,1.19
hobbiesAndInterests,going to creek,going to movies,0.5,0.69,1.19
hobbiesAndInterests,going to lake,going to museums,0.5,0.69,1.19
hobbiesAndInterests,going to movies,going to parks,0.5,0.69,1.19
hobbiesAndInterests,lives by lake,relaxing by lake,0.5,0.69,1.19
hobbiesAndInterests,cooks for family,cooks for people,0.5,0.69,1.19
hobbiesAndInterests,drives junk car,drives sports car,0.5,0.69,1.19
hobbiesAndInterests,listens to music,listens to opera,0.5,0.69,1.19
hobbiesAndInterests,parties at night,running at night,0.5,0.69,1.19
hobbiesAndInterests,parties at night,walking at night,0.5,0.69,1.19
hobbiesAndInterests,classic rock,listens to classic rock,0.5,0.69,1.19
hobbiesAndInterests,likes country music,likes jazz music,0.5,0.69,1.19
hobbiesAndInterests,listens to music,listens to podcasts,0.5,0.69,1.19
hobbiesAndInterests,listens to music,listens to readings,0.5,0.69,1.19
hobbiesAndInterests,posting on social media,social media,0.5,0.69,1.19
hobbiesAndInterests,taking late-night walks,taking walks,0.5,0.69,1.19
hobbiesAndInterests,believes in ghosts,believes in mermaids,0.5,0.68,1.18
hobbiesAndInterests,believes in ghosts,interested in ghosts,0.5,0.68,1.18
hobbiesAndInterests,buys local fruits,buys local vegetables,0.5,0.68,1.18
hobbiesAndInterests,likes The Beatles,likes The Flintstones,0.5,0.68,1.18
hobbiesAndInterests,likes The Flintstones,likes the Beatles,0.5,0.68,1.18
hobbiesAndInterests,listens to podcasts,listens to readings,0.5,0.68,1.18
hobbiesAndInterests,reads Twilight series,reads book series,0.5,0.68,1.18
hobbiesAndInterests,traveling to Canada,traveling to Europe,0.5,0.68,1.18
hobbiesAndInterests,classical jazz,listening to classical jazz,0.5,0.68,1.18
hobbiesAndInterests,obsessed with animals,working with animals,0.5,0.68,1.18
hobbiesAndInterests,traveling to Australia,traveling to Mexico,0.5,0.68,1.18
hobbiesAndInterests,watches baseball,watching baseball,0.33,0.85,1.18
hobbiesAndInterests,watches football,watching football,0.33,0.85,1.18
hobbiesAndInterests,interested in Superman,interested in pyramids,0.5,0.68,1.18
hobbiesAndInterests,interested in ghosts,interested in technology,0.5,0.68,1.18
hobbiesAndInterests,interested in sharks,interested in technology,0.5,0.68,1.18
hobbiesAndInterests,reading horror novels,reading suspense novels,0.5,0.68,1.18
hobbiesAndInterests,listens to music,listens to music 5+ hours daily,0.5,0.68,1.18
hobbiesAndInterests,baking cakes,baking cookies,0.33,0.85,1.18
hobbiesAndInterests,collects CDs,collects dolls,0.33,0.85,1.18
hobbiesAndInterests,collects CDs,collects rocks,0.33,0.85,1.18
hobbiesAndInterests,eating bagels,making bagels,0.33,0.85,1.18
hobbiesAndInterests,eating popcorn,eats popcorn,0.33,0.85,1.18
hobbiesAndInterests,likes animals,loves animals,0.33,0.85,1.18
hobbiesAndInterests,likes dancing,loves dancing,0.33,0.85,1.18
hobbiesAndInterests,likes dragons,loves dragons,0.33,0.85,1.18
hobbiesAndInterests,likes internet,likes winter,0.33,0.85,1.18
hobbiesAndInterests,playing bingo,playing piano,0.33,0.85,1.18
hobbiesAndInterests,playing cards,playing darts,0.33,0.85,1.18
hobbiesAndInterests,playing darts,playing drums,0.33,0.85,1.18
hobbiesAndInterests,playing guitar,plays guitar,0.33,0.85,1.18
hobbiesAndInterests,playing soccer,plays soccer,0.33,0.85,1.18
hobbiesAndInterests,playing tennis,plays tennis,0.33,0.85,1.18
hobbiesAndInterests,playing violin,plays violin,0.33,0.85,1.18
hobbiesAndInterests,reading comics,reads comics,0.33,0.85,1.18
hobbiesAndInterests,watches anime,watches games,0.33,0.85,1.18
hobbiesAndInterests,write poetry,writing poetry,0.33,0.85,1.18
hobbiesAndInterests,listens to folk metal music,listens to religious music,0.5,0.68,1.18
hobbiesAndInterests,reading books in French,reading books on beach,0.33,0.84,1.18
hobbiesAndInterests,likes NFL,likes fall,0.33,0.84,1.18
hobbiesAndInterests,eats vegetables,likes vegetables,0.33,0.84,1.17
hobbiesAndInterests,running marathons,runs marathons,0.33,0.84,1.17
hobbiesAndInterests,watches Netflix,watching Netflix,0.33,0.84,1.17
hobbiesAndInterests,watches netflix,watching Netflix,0.33,0.84,1.17
hobbiesAndInterests,watches sunsets,watching sunsets,0.33,0.84,1.17
hobbiesAndInterests,cooking stews,cooks stews,0.33,0.83,1.17
hobbiesAndInterests,drinking beer,drinks beer,0.33,0.83,1.17
hobbiesAndInterests,growing herbs,grows herbs,0.33,0.83,1.17
hobbiesAndInterests,has friends,makes friends,0.33,0.83,1.17
hobbiesAndInterests,likes animals,likes anime,0.33,0.83,1.17
hobbiesAndInterests,likes cars,likes cartoons,0.33,0.83,1.17
hobbiesAndInterests,likes cartoons,likes cats,0.33,0.83,1.17
hobbiesAndInterests,likes desert,loves desert,0.33,0.83,1.17
hobbiesAndInterests,likes fall,likes football,0.33,0.83,1.17
hobbiesAndInterests,likes forest,loves forest,0.33,0.83,1.17
hobbiesAndInterests,likes hockey,loves hockey,0.33,0.83,1.17
hobbiesAndInterests,likes nature,loves nature,0.33,0.83,1.17
hobbiesAndInterests,likes plants,loves plants,0.33,0.83,1.17
hobbiesAndInterests,likes travel,loves travel,0.33,0.83,1.17
hobbiesAndInterests,loves forest,loves horses,0.33,0.83,1.17
hobbiesAndInterests,playing Quake,plays Quake,0.33,0.83,1.17
hobbiesAndInterests,playing bingo,plays bingo,0.33,0.83,1.17
hobbiesAndInterests,playing drums,plays drums,0.33,0.83,1.17
hobbiesAndInterests,playing music,plays music,0.33,0.83,1.17
hobbiesAndInterests,playing piano,plays piano,0.33,0.83,1.17
hobbiesAndInterests,reading books,reads books,0.33,0.83,1.17
hobbiesAndInterests,baking,baking cakes,0.5,0.67,1.17
hobbiesAndInterests,ballet,likes ballet,0.5,0.67,1.17
hobbiesAndInterests,baseball,follows baseball,0.5,0.67,1.17
hobbiesAndInterests,baseball,playing baseball,0.5,0.67,1.17
hobbiesAndInterests,baseball,prefers baseball,0.5,0.67,1.17
hobbiesAndInterests,baseball,watches baseball,0.5,0.67,1.17
hobbiesAndInterests,belief in ghosts,interested in ghosts,0.5,0.67,1.17
hobbiesAndInterests,coffee,makes coffee,0.5,0.67,1.17
hobbiesAndInterests,collecting comic books,reads comic books,0.5,0.67,1.17
hobbiesAndInterests,collects video games,playing video games,0.5,0.67,1.17
hobbiesAndInterests,college football,football,0.5,0.67,1.17
hobbiesAndInterests,cooks for friends,cooks for people,0.5,0.67,1.17
hobbiesAndInterests,country music,listening to country music,0.5,0.67,1.17
hobbiesAndInterests,dancing,social dancing,0.5,0.67,1.17
hobbiesAndInterests,dating,dating women,0.5,0.67,1.17
hobbiesAndInterests,desert,likes desert,0.5,0.67,1.17
hobbiesAndInterests,desert,loves desert,0.5,0.67,1.17
hobbiesAndInterests,does zumba,zumba,0.5,0.67,1.17
hobbiesAndInterests,drawing,drawing people,0.5,0.67,1.17
hobbiesAndInterests,enjoys reading,reading,0.5,0.67,1.17
hobbiesAndInterests,fantasy football,football,0.5,0.67,1.17
hobbiesAndInterests,field hockey,hockey,0.5,0.67,1.17
hobbiesAndInterests,folk music,music,0.5,0.67,1.17
hobbiesAndInterests,football,watches football,0.5,0.67,1.17
hobbiesAndInterests,forest,likes forest,0.5,0.67,1.17
hobbiesAndInterests,forest,loves forest,0.5,0.67,1.17
hobbiesAndInterests,goes to bars,goes to museums,0.5,0.67,1.17
hobbiesAndInterests,goes to bars,goes to pool,0.5,0.67,1.17
hobbiesAndInterests,goes to beach,goes to gym,0.5,0.67,1.17
hobbiesAndInterests,goes to beach,goes to movies,0.5,0.67,1.17
hobbiesAndInterests,goes to clubs,goes to gym,0.5,0.67,1.17
hobbiesAndInterests,goes to clubs,goes to movies,0.5,0.67,1.17
hobbiesAndInterests,goes to creek,goes to gym,0.5,0.67,1.17
hobbiesAndInterests,goes to creek,goes to movies,0.5,0.67,1.17
hobbiesAndInterests,goes to gym,goes to opera,0.5,0.67,1.17
hobbiesAndInterests,goes to lake,goes to museums,0.5,0.67,1.17
hobbiesAndInterests,going to beach,going to museums,0.5,0.67,1.17
hobbiesAndInterests,going to clubs,going to park,0.5,0.67,1.17
hobbiesAndInterests,going to creek,going to museums,0.5,0.67,1.17
hobbiesAndInterests,going to museums,going to parks,0.5,0.67,1.17
hobbiesAndInterests,guitar,plays guitar,0.5,0.67,1.17
hobbiesAndInterests,gun club,head of gun club,0.5,0.67,1.17
hobbiesAndInterests,hockey,likes hockey,0.5,0.67,1.17
hobbiesAndInterests,hockey,loves hockey,0.5,0.67,1.17
hobbiesAndInterests,hockey,plays hockey,0.5,0.67,1.17
hobbiesAndInterests,horses,loves horses,0.5,0.67,1.17
hobbiesAndInterests,horses,rides horses,0.5,0.67,1.17
hobbiesAndInterests,interested in gadgets,interested in technology,0.5,0.67,1.17
hobbiesAndInterests,jazz music,music,0.5,0.67,1.17
hobbiesAndInterests,likes 1980s music,likes country music,0.5,0.67,1.17
hobbiesAndInterests,likes The Chainsmokers,likes The Pretenders,0.5,0.67,1.17
hobbiesAndInterests,likes nature,nature,0.5,0.67,1.17
hobbiesAndInterests,likes plants,plants,0.5,0.67,1.17
hobbiesAndInterests,likes soccer,soccer,0.5,0.67,1.17
hobbiesAndInterests,likes sports,sports,0.5,0.67,1.17
hobbiesAndInterests,likes travel,travel,0.5,0.67,1.17
hobbiesAndInterests,likes voting,voting,0.5,0.67,1.17
hobbiesAndInterests,likes winter,winter,0.5,0.67,1.17
hobbiesAndInterests,listening to early 2000s indie music,listening to music,0.5,0.67,1.17
hobbiesAndInterests,listens to podcasts,listens to techno,0.5,0.67,1.17
hobbiesAndInterests,live action role-playing,role-playing,0.5,0.67,1.17
hobbiesAndInterests,loves nature,nature,0.5,0.67,1.17
hobbiesAndInterests,loves plants,plants,0.5,0.67,1.17
hobbiesAndInterests,loves travel,travel,0.5,0.67,1.17
hobbiesAndInterests,makes short films,writing short films,0.5,0.67,1.17
hobbiesAndInterests,member of high school band,member of jazz band,0.5,0.67,1.17
hobbiesAndInterests,music,rock music,0.5,0.67,1.17
hobbiesAndInterests,nature,nature walks,0.5,0.67,1.17
hobbiesAndInterests,participates in band,plays in band,0.5,0.67,1.17
hobbiesAndInterests,party at night,running at night,0.5,0.67,1.17
hobbiesAndInterests,party at night,walking at night,0.5,0.67,1.17
hobbiesAndInterests,plays role-playing games,role-playing,0.5,0.67,1.17
hobbiesAndInterests,plays soccer,soccer,0.5,0.67,1.17
hobbiesAndInterests,poetry,write poetry,0.5,0.67,1.17
hobbiesAndInterests,prefers solitude,solitude,0.5,0.67,1.17
hobbiesAndInterests,reading,reading comics,0.5,0.67,1.17
hobbiesAndInterests,reading,reading ebooks,0.5,0.67,1.17
hobbiesAndInterests,reading,reading poetry,0.5,0.67,1.17
hobbiesAndInterests,reads,reads news,0.5,0.67,1.17
hobbiesAndInterests,recycling,recycling clothing,0.5,0.67,1.17
hobbiesAndInterests,runs daily,runs six miles daily,0.5,0.67,1.17
hobbiesAndInterests,studying,studying science,0.5,0.67,1.17
hobbiesAndInterests,traveling,traveling annually,0.5,0.67,1.17
hobbiesAndInterests,traveling to Australia,traveling to Ireland,0.5,0.67,1.17
hobbiesAndInterests,travels,travels yearly,0.5,0.67,1.17
hobbiesAndInterests,walks in park,walks in woods,0.5,0.67,1.17
hobbiesAndInterests,writing,writing ebooks,0.5,0.67,1.17
hobbiesAndInterests,writing,writing novels,0.5,0.67,1.17
hobbiesAndInterests,writing,writing poetry,0.5,0.67,1.17
hobbiesAndInterests,reading books on Chinese history,reading history books,0.6,0.57,1.17
hobbiesAndInterests,listening to classic radio,listening to classical jazz,0.33,0.83,1.16
hobbiesAndInterests,enjoys learning,enjoys reading,0.33,0.83,1.16
hobbiesAndInterests,learning guitar,playing guitar,0.33,0.83,1.16
hobbiesAndInterests,likes shopping,online shopping,0.33,0.83,1.16
hobbiesAndInterests,painting murals,painting nails,0.33,0.83,1.16
hobbiesAndInterests,watches NASCAR,watching NASCAR,0.33,0.83,1.16
hobbiesAndInterests,watches hockey,watching hockey,0.33,0.83,1.16
hobbiesAndInterests,watches movies,watching movies,0.33,0.83,1.16
hobbiesAndInterests,watches sports,watching sports,0.33,0.83,1.16
hobbiesAndInterests,greenhouse gardening,rose gardening,0.33,0.82,1.16
hobbiesAndInterests,goes out with friends,hanging out with imaginary friends,0.5,0.65,1.15
hobbiesAndInterests,interested in pyramids,interested in technology,0.5,0.65,1.15
hobbiesAndInterests,drinking tea,drinks tea,0.33,0.82,1.15
hobbiesAndInterests,drives Acura,drives car,0.33,0.82,1.15
hobbiesAndInterests,likes ballet,likes fall,0.33,0.82,1.15
hobbiesAndInterests,likes cats,likes plants,0.33,0.82,1.15
hobbiesAndInterests,likes magic,likes music,0.33,0.82,1.15
hobbiesAndInterests,likes music,likes sushi,0.33,0.82,1.15
hobbiesAndInterests,likes water,loves water,0.33,0.82,1.15
hobbiesAndInterests,loves cats,loves plants,0.33,0.82,1.15
hobbiesAndInterests,playing Halo,plays Halo,0.33,0.82,1.15
hobbiesAndInterests,playing golf,plays golf,0.33,0.82,1.15
hobbiesAndInterests,playing halo,plays Halo,0.33,0.82,1.15
hobbiesAndInterests,plays bingo,plays piano,0.33,0.82,1.15
hobbiesAndInterests,reading news,reads news,0.33,0.82,1.15
hobbiesAndInterests,showing cats,shows cats,0.33,0.82,1.15
hobbiesAndInterests,enjoys electronic music,enjoys jazz music,0.5,0.65,1.15
hobbiesAndInterests,listening to classic radio,listens to classic rock,0.33,0.82,1.15
hobbiesAndInterests,listening to classic rock,listens to classic radio,0.33,0.82,1.15
hobbiesAndInterests,listens to classic radio,listens to classical jazz,0.33,0.82,1.15
hobbiesAndInterests,listens to classic rock,listens to classical music,0.33,0.82,1.15
hobbiesAndInterests,beach walking,walking on beach,0.67,0.48,1.15
hobbiesAndInterests,classic rock,listening to classic rock,0.5,0.65,1.15
hobbiesAndInterests,gourmet cooking,home cooking,0.33,0.81,1.15
hobbiesAndInterests,healthy eater,healthy eating,0.33,0.81,1.15
hobbiesAndInterests,learned piano,learning piano,0.33,0.81,1.15
hobbiesAndInterests,learning piano,playing piano,0.33,0.81,1.15
hobbiesAndInterests,likes internet,uses internet,0.33,0.81,1.15
hobbiesAndInterests,makes compost,making compost,0.33,0.81,1.15
hobbiesAndInterests,makes friends,making friends,0.33,0.81,1.15
hobbiesAndInterests,rides bicycle,riding bicycle,0.33,0.81,1.15
hobbiesAndInterests,salsa dancing,social dancing,0.33,0.81,1.15
hobbiesAndInterests,shopping online,shops online,0.33,0.81,1.15
hobbiesAndInterests,uses internet,using internet,0.33,0.81,1.15
hobbiesAndInterests,watches anime,watching anime,0.33,0.81,1.15
hobbiesAndInterests,watches games,watches movies,0.33,0.81,1.15
hobbiesAndInterests,watches plays,watching plays,0.33,0.81,1.15
hobbiesAndInterests,writes poetry,writing poetry,0.33,0.81,1.15
hobbiesAndInterests,drives junk car,drives restored car,0.5,0.65,1.15
hobbiesAndInterests,early 2000s indie music,indie music,0.5,0.65,1.15
hobbiesAndInterests,mountain biking,mountain climbing,0.33,0.81,1.15
hobbiesAndInterests,folk music,listens to folk music,0.5,0.65,1.15
hobbiesAndInterests,jazz music,listens to jazz music,0.5,0.65,1.15
hobbiesAndInterests,listens to rock music,rock music,0.5,0.65,1.15
hobbiesAndInterests,playing basketball,watching basketball,0.33,0.81,1.14
hobbiesAndInterests,goes to beach,goes to museums,0.5,0.64,1.14
hobbiesAndInterests,goes to creek,goes to museums,0.5,0.64,1.14
hobbiesAndInterests,goes to museums,goes to opera,0.5,0.64,1.14
hobbiesAndInterests,going to movies,going to park,0.5,0.64,1.14
hobbiesAndInterests,jazz band,member of jazz band,0.5,0.64,1.14
hobbiesAndInterests,listening to pop music,listens to rap music,0.33,0.81,1.14
hobbiesAndInterests,listening to rap music,listens to pop music,0.33,0.81,1.14
hobbiesAndInterests,hangs out with family,hangs out with imaginary friends,0.5,0.64,1.14
hobbiesAndInterests,listening to classic rock,listening to classical jazz,0.33,0.81,1.14
hobbiesAndInterests,baseball,watching baseball,0.5,0.64,1.14
hobbiesAndInterests,climbing,mountain climbing,0.5,0.64,1.14
hobbiesAndInterests,football,watching football,0.5,0.64,1.14
hobbiesAndInterests,goes to beach,goes to pool,0.5,0.64,1.14
hobbiesAndInterests,goes to clubs,goes to park,0.5,0.64,1.14
hobbiesAndInterests,goes to creek,goes to pool,0.5,0.64,1.14
hobbiesAndInterests,learning,learning Japanese,0.5,0.64,1.14
hobbiesAndInterests,outdoors,painting outdoors,0.5,0.64,1.14
hobbiesAndInterests,painting,painting outdoors,0.5,0.64,1.14
hobbiesAndInterests,robotics,robotics engineer,0.5,0.64,1.14
hobbiesAndInterests,studying,studying medicine,0.5,0.64,1.14
hobbiesAndInterests,watching action adventure movies,watching movies,0.5,0.64,1.14
hobbiesAndInterests,animals,trained animals,0.5,0.64,1.14
hobbiesAndInterests,attends theater,theater,0.5,0.64,1.14
hobbiesAndInterests,binge watching shows,watching superhero shows,0.5,0.64,1.14
hobbiesAndInterests,cooking,cooking classes,0.5,0.64,1.14
hobbiesAndInterests,cooking,gourmet cooking,0.5,0.64,1.14
hobbiesAndInterests,drawing,teaches drawing,0.5,0.64,1.14
hobbiesAndInterests,driving,racecar driving,0.5,0.64,1.14
hobbiesAndInterests,fishing,sunfish fishing,0.5,0.64,1.14
hobbiesAndInterests,karaoke,singing karaoke,0.5,0.64,1.14
hobbiesAndInterests,reading,reading Asteria,0.5,0.64,1.14
hobbiesAndInterests,reading,reading fiction,0.5,0.64,1.14
hobbiesAndInterests,science,science classes,0.5,0.64,1.14
hobbiesAndInterests,singing,singing karaoke,0.5,0.64,1.14
hobbiesAndInterests,watches movies,watches romantic comedy movies,0.5,0.64,1.14
hobbiesAndInterests,writing,writing fiction,0.5,0.64,1.14
hobbiesAndInterests,attends concerts,attends conventions,0.33,0.8,1.13
hobbiesAndInterests,collecting insects,collecting stamps,0.33,0.8,1.13
hobbiesAndInterests,drinking beer,drinking tea,0.33,0.8,1.13
hobbiesAndInterests,drives Acura,drives Jaguar,0.33,0.8,1.13
hobbiesAndInterests,drives car,drives van,0.33,0.8,1.13
hobbiesAndInterests,drives suv,drives van,0.33,0.8,1.13
hobbiesAndInterests,eats apples,eats kale,0.33,0.8,1.13
hobbiesAndInterests,flower gardening,rose gardening,0.33,0.8,1.13
hobbiesAndInterests,folk music,rock music,0.33,0.8,1.13
hobbiesAndInterests,likes anime,likes antiques,0.33,0.8,1.13
hobbiesAndInterests,likes cats,loves cats,0.33,0.8,1.13
hobbiesAndInterests,likes dogs,loves dogs,0.33,0.8,1.13
hobbiesAndInterests,likes flowers,likes forest,0.33,0.8,1.13
hobbiesAndInterests,likes potatoes,likes tacos,0.33,0.8,1.13
hobbiesAndInterests,likes snow,loves snow,0.33,0.8,1.13
hobbiesAndInterests,listens to classic radio,listens to classical music,0.33,0.8,1.13
hobbiesAndInterests,makes bagels,making bagels,0.33,0.8,1.13
hobbiesAndInterests,makes coffee,making coffee,0.33,0.8,1.13
hobbiesAndInterests,making friends,making pies,0.33,0.8,1.13
hobbiesAndInterests,playing Halo,playing piano,0.33,0.8,1.13
hobbiesAndInterests,playing billiards,playing cards,0.33,0.8,1.13
hobbiesAndInterests,playing bingo,playing golf,0.33,0.8,1.13
hobbiesAndInterests,playing halo,playing piano,0.33,0.8,1.13
hobbiesAndInterests,plays basketball,plays softball,0.33,0.8,1.13
hobbiesAndInterests,plays instruments,plays trumpet,0.33,0.8,1.13
hobbiesAndInterests,reading books at beach,reading books in French,0.33,0.8,1.13
hobbiesAndInterests,reading fiction,writing fiction,0.33,0.8,1.13
hobbiesAndInterests,rides horses,riding horses,0.33,0.8,1.13
hobbiesAndInterests,riding bicycle,riding bike,0.33,0.8,1.13
hobbiesAndInterests,staying fit,stays fit,0.33,0.8,1.13
hobbiesAndInterests,take naps,taking naps,0.33,0.8,1.13
hobbiesAndInterests,walking dog,walks dog,0.33,0.8,1.13
hobbiesAndInterests,watching UFC,watching golf,0.33,0.8,1.13
hobbiesAndInterests,working out,works out,0.33,0.8,1.13
hobbiesAndInterests,annual travel,travel,0.5,0.63,1.13
hobbiesAndInterests,arcade gaming,gaming,0.5,0.63,1.13
hobbiesAndInterests,coffee,drinks coffee,0.5,0.63,1.13
hobbiesAndInterests,coffee,making coffee,0.5,0.63,1.13
hobbiesAndInterests,comedy,enjoys comedy,0.5,0.63,1.13
hobbiesAndInterests,disney movies,movies,0.5,0.63,1.13
hobbiesAndInterests,eating,eating bagels,0.5,0.63,1.13
hobbiesAndInterests,enjoys nature,nature,0.5,0.63,1.13
hobbiesAndInterests,family,visits family,0.5,0.63,1.13
hobbiesAndInterests,gaming,online gaming,0.5,0.63,1.13
hobbiesAndInterests,hockey,played hockey,0.5,0.63,1.13
hobbiesAndInterests,horses,riding horses,0.5,0.63,1.13
hobbiesAndInterests,poetry,writes poetry,0.5,0.63,1.13
hobbiesAndInterests,soccer,soccer player,0.5,0.63,1.13
hobbiesAndInterests,1980s music,listening to 1980s music,0.5,0.63,1.13
hobbiesAndInterests,owns Ferrari cars,owns multiple cars,0.5,0.63,1.13
hobbiesAndInterests,participates in band,playing in band,0.5,0.63,1.13
hobbiesAndInterests,reads books,reads three books weekly,0.5,0.63,1.13
hobbiesAndInterests,draws My Little Pony characters,likes My Little Pony,0.5,0.63,1.13
hobbiesAndInterests,1980s music,music,0.5,0.62,1.12
hobbiesAndInterests,anime,likes anime,0.5,0.62,1.12
hobbiesAndInterests,beach,beach trips,0.5,0.62,1.12
hobbiesAndInterests,candy,loves candy,0.5,0.62,1.12
hobbiesAndInterests,cooks,cooks stews,0.5,0.62,1.12
hobbiesAndInterests,indie music,music,0.5,0.62,1.12
hobbiesAndInterests,likes music,music,0.5,0.62,1.12
hobbiesAndInterests,likes rain,likes standing in rain,0.5,0.62,1.12
hobbiesAndInterests,music,plays music,0.5,0.62,1.12
hobbiesAndInterests,reads,reads books,0.5,0.62,1.12
hobbiesAndInterests,takes walks,walks,0.5,0.62,1.12
hobbiesAndInterests,people watching,watching people pray,0.67,0.46,1.12
hobbiesAndInterests,watches action adventure movies,watches movies,0.5,0.62,1.12
hobbiesAndInterests,gardening,greenhouse gardening,0.5,0.62,1.12
hobbiesAndInterests,going to museums,going to park,0.5,0.62,1.12
hobbiesAndInterests,listens to rap music,rap music,0.5,0.62,1.12
hobbiesAndInterests,helps with bookkeeping,helps with neighbors,0.5,0.62,1.12
hobbiesAndInterests,band,jazz band,0.5,0.62,1.12
hobbiesAndInterests,building,building computers,0.5,0.62,1.12
hobbiesAndInterests,building,building furniture,0.5,0.62,1.12
hobbiesAndInterests,buys local produce,buys local vegetables,0.5,0.62,1.12
hobbiesAndInterests,does yoga,yoga,0.5,0.62,1.12
hobbiesAndInterests,draws My Little Pony characters,enjoys My Little Pony,0.5,0.62,1.12
hobbiesAndInterests,eats food,food,0.5,0.62,1.12
hobbiesAndInterests,goes to clubs,goes to opera,0.5,0.62,1.12
hobbiesAndInterests,goes to movies,goes to park,0.5,0.62,1.12
hobbiesAndInterests,learning,learning languages,0.5,0.62,1.12
hobbiesAndInterests,likes The Beatles,likes The Chainsmokers,0.5,0.62,1.12
hobbiesAndInterests,likes The Chainsmokers,likes the Beatles,0.5,0.62,1.12
hobbiesAndInterests,studying,studying radiology,0.5,0.62,1.12
hobbiesAndInterests,playing retro video games,video games,0.5,0.61,1.11
hobbiesAndInterests,watching TV,watching foreign TV shows,0.5,0.61,1.11
hobbiesAndInterests,computer science,science,0.5,0.61,1.11
hobbiesAndInterests,flowers,planting flowers,0.5,0.61,1.11
hobbiesAndInterests,hunting,mushroom hunting,0.5,0.61,1.11
hobbiesAndInterests,marathon running,running,0.5,0.61,1.11
hobbiesAndInterests,science,studying science,0.5,0.61,1.11
hobbiesAndInterests,writing,writing patterns,0.5,0.61,1.11
hobbiesAndInterests,jazz music,listening to jazz music,0.5,0.61,1.11
hobbiesAndInterests,applies makeup,makeup,0.5,0.6,1.1
hobbiesAndInterests,baking,baking cookies,0.5,0.6,1.1
hobbiesAndInterests,eating,eating popcorn,0.5,0.6,1.1
hobbiesAndInterests,eating,eating pumpkin,0.5,0.6,1.1
hobbiesAndInterests,eating,healthy eating,0.5,0.6,1.1
hobbiesAndInterests,follows hockey,hockey,0.5,0.6,1.1
hobbiesAndInterests,follows soccer,soccer,0.5,0.6,1.1
hobbiesAndInterests,guitar,playing guitar,0.5,0.6,1.1
hobbiesAndInterests,hiking,hiking glacier,0.5,0.6,1.1
hobbiesAndInterests,hockey,watches hockey,0.5,0.6,1.1
hobbiesAndInterests,likes comedy movies,likes romantic comedy,0.5,0.6,1.1
hobbiesAndInterests,movies,watches movies,0.5,0.6,1.1
hobbiesAndInterests,playing soccer,soccer,0.5,0.6,1.1
hobbiesAndInterests,poetry,reading poetry,0.5,0.6,1.1
hobbiesAndInterests,poetry,writing poetry,0.5,0.6,1.1
hobbiesAndInterests,prefers winter,winter,0.5,0.6,1.1
hobbiesAndInterests,sewing,sewing clothes,0.5,0.6,1.1
hobbiesAndInterests,sports,watches sports,0.5,0.6,1.1
